id,especie,raca,idade_anos,sexo,hemoglobina,hematocrito,leucocitos,glicose,ureia,creatinina,alt,albumina,febre,apatia,perda_peso,vomito,diarreia,tosse,letargia,feridas_cutaneas,poliuria,polidipsia,diagnostico
VET0006,Canina,Siamês,12.6,F,16.55,52.12,24.84,106.59,20.49,0.77,18.06,2.97,0,1,1,0,0,0,1,0,0,0,Otite
VET0007,Canina,Poodle,10.2,F,14.67,50.56,15.33,114.98,44.97,0.62,59.2,3.72,0,0,0,0,0,0,0,0,0,0,Otite
VET0008,Canina,Maine Coon,5.7,M,13.15,38.98,22.86,120.29,29.83,0.86,60.31,3.69,0,1,1,0,0,1,1,0,0,0,Otite
VET0009,Canina,Labrador,10.6,M,13.64,45.1,14.33,104.24,34.89,0.94,33.94,3.21,0,1,0,0,0,0,1,0,0,0,Otite
VET0010,Canina,Labrador,10.1,M,14.5,43.53,18.5,124.53,42.52,0.77,61.42,3.24,0,1,1,0,0,1,1,0,0,0,Otite
VET0011,Canina,Maine Coon,1.9,M,13.28,48.43,10.36,91.55,25.73,0.74,35.99,3.6,0,1,0,1,0,0,1,0,0,0,Otite
VET0012,Canina,Labrador,9.1,M,16.07,38.63,21.6,108.02,29.75,0.73,37.6,3.18,0,1,1,0,0,0,0,0,0,0,Otite
VET0013,Canina,Labrador,10.9,M,13.84,42.87,23.27,92.75,36.6,0.98,33.57,3.69,0,0,0,1,1,0,0,0,0,0,Otite
VET0014,Canina,Labrador,2.6,F,15.97,39.76,25.28,87.35,30.19,0.73,51.12,3.79,0,1,1,0,0,0,0,0,0,0,Otite
VET0015,Canina,Labrador,24.7,M,13.58,47.58,11.35,103.07,24.04,1.53,34.51,3.13,1,1,0,0,0,0,0,0,0,0,Otite
VET0016,Canina,Poodle,5.6,F,11.69,45.47,11.3,110.97,53.23,0.91,36.97,3.16,0,1,0,0,0,0,0,0,0,0,Otite
VET0017,Canina,Persa,14.4,M,14.91,44.69,23.94,95.22,31.63,1.31,52.42,2.97,1,1,0,0,0,0,1,0,0,0,Otite
VET0018,Canina,Maine Coon,12.5,F,15.6,46.58,19.19,94.6,28.39,0.82,38.25,2.89,1,0,0,0,0,0,0,0,0,0,Otite
VET0019,Canina,Labrador,5.1,F,17.9,41.46,13.72,73.11,36.17,1.02,44.59,3.2,0,0,0,0,0,0,1,0,1,0,Otite
VET0020,Canina,Maine Coon,11.2,M,13.73,44.66,16.21,87.24,31.0,0.7,33.32,2.91,1,1,0,1,0,0,1,0,0,0,Otite
VET0021,Canina,Labrador,2.7,M,13.11,39.04,26.85,91.1,40.08,1.26,51.02,3.09,0,1,1,0,0,0,1,0,0,0,Otite
VET0022,Canina,Labrador,4.5,F,15.13,41.89,15.49,81.84,39.44,0.88,49.42,3.33,0,0,0,0,0,0,1,0,0,0,Otite
VET0023,Canina,Siamês,2.0,F,16.15,37.64,17.4,76.35,33.77,1.38,72.44,3.6,0,1,1,0,0,0,0,0,0,0,Otite
VET0024,Canina,Labrador,16.5,M,17.8,42.9,11.36,85.71,50.62,0.67,64.54,3.33,0,1,1,0,0,0,1,0,0,0,Otite
VET0025,Canina,Maine Coon,12.0,M,16.69,45.7,21.34,86.01,38.7,0.86,46.53,3.34,0,0,0,0,0,0,1,0,0,0,Otite
VET0026,Canina,Persa,9.7,M,15.13,40.65,26.74,87.69,17.26,0.75,24.65,3.45,1,0,0,0,0,0,0,0,0,0,Otite
VET0027,Canina,Persa,4.5,F,15.84,43.13,19.97,100.89,30.34,1.34,35.18,3.46,0,1,0,0,0,1,0,0,0,0,Otite
VET0028,Canina,Maine Coon,16.6,F,16.01,46.49,19.46,114.22,19.88,0.87,58.96,3.34,0,1,1,0,0,1,0,1,0,0,Otite
VET0029,Canina,SRD,8.1,F,16.37,54.94,14.87,103.95,25.55,0.94,20.45,3.37,0,0,0,0,0,0,1,0,0,0,Otite
VET0030,Canina,Siamês,6.1,F,15.37,47.74,20.03,124.38,29.59,1.23,57.73,3.17,1,1,0,0,0,0,1,0,0,0,Otite
VET0031,Canina,Persa,10.6,M,15.61,43.61,13.56,88.9,35.35,0.56,74.36,3.51,1,0,0,1,0,0,1,1,0,0,Otite
VET0032,Canina,Siamês,5.3,M,15.66,45.88,22.49,100.09,39.83,0.92,64.77,3.3,1,0,0,0,0,0,0,0,0,0,Otite
VET0033,Canina,Persa,4.8,F,17.31,42.07,13.43,106.85,45.36,1.38,32.73,3.26,0,1,1,0,0,1,0,0,0,0,Otite
VET0034,Canina,Siamês,8.9,F,13.86,46.26,17.41,70.53,44.84,1.05,39.59,2.91,0,1,1,0,0,0,1,0,0,1,Otite
VET0035,Canina,Poodle,8.7,F,12.95,42.23,15.76,111.36,37.32,1.11,70.1,3.68,1,1,0,0,0,0,1,0,0,0,Otite
VET0036,Canina,Maine Coon,8.1,F,17.95,35.43,14.87,87.41,26.19,1.0,7.59,3.21,1,0,0,0,0,0,0,0,0,0,Otite
VET0037,Canina,Poodle,3.4,M,15.14,39.11,9.0,98.89,35.96,0.94,59.66,3.57,0,0,1,0,0,0,1,0,0,0,Otite
VET0038,Canina,Persa,7.6,F,10.49,46.72,11.09,80.39,29.07,1.3,67.53,2.16,0,0,1,0,0,0,1,0,0,0,Otite
VET0039,Canina,Poodle,10.3,F,13.26,43.58,7.11,100.09,40.73,0.73,34.27,3.28,0,0,0,0,0,0,0,0,0,0,Otite
VET0040,Canina,Maine Coon,3.1,M,15.26,41.54,19.67,91.93,31.91,0.76,34.61,3.3,1,0,0,0,0,0,1,0,0,0,Otite
VET0041,Canina,Poodle,3.8,F,15.98,35.68,18.0,102.09,28.6,0.74,35.06,3.11,0,1,0,0,0,0,0,0,0,0,Otite
VET0042,Canina,Labrador,6.0,F,16.25,40.02,19.22,108.31,28.14,1.02,56.37,3.23,1,0,0,0,0,0,0,0,0,0,Otite
VET0043,Canina,Poodle,6.2,M,14.47,49.35,21.74,97.44,25.85,1.04,105.64,3.44,0,0,0,0,0,0,1,1,0,0,Otite
VET0044,Canina,Poodle,27.4,F,17.78,43.44,13.59,78.12,37.67,0.8,31.8,4.05,1,1,1,0,0,0,0,0,0,0,Otite
VET0045,Canina,SRD,7.3,F,12.67,45.63,15.53,80.41,26.5,0.92,92.05,3.23,1,0,0,0,0,0,0,0,0,0,Otite
VET0046,Canina,Poodle,7.1,M,14.28,43.58,12.66,101.71,44.46,1.02,74.95,3.41,1,0,1,0,0,0,0,0,0,0,Otite
VET0047,Canina,Poodle,15.9,M,14.11,43.31,10.01,98.62,37.6,1.35,65.82,3.11,1,1,0,0,0,0,1,0,0,0,Otite
VET0048,Canina,Labrador,4.5,F,16.19,49.42,7.07,88.14,36.8,1.51,27.3,2.81,1,0,0,0,1,0,1,0,0,0,Otite
VET0049,Canina,Labrador,5.1,F,14.1,47.29,8.44,109.86,27.98,0.7,47.72,3.33,0,0,0,0,0,0,0,0,0,0,Otite
VET0050,Canina,Maine Coon,28.3,M,13.61,46.01,17.8,117.07,34.47,0.94,64.89,3.21,1,1,0,0,0,0,1,0,0,0,Otite
VET0051,Canina,Siamês,3.5,M,13.23,42.51,10.25,110.11,45.17,0.9,44.04,3.34,1,0,0,0,0,0,0,0,0,0,Otite
VET0052,Canina,SRD,13.7,F,17.34,39.55,29.55,81.09,38.29,0.94,53.67,3.16,1,0,0,0,0,0,0,0,0,0,Otite
VET0053,Canina,SRD,1.7,F,13.5,38.83,14.32,125.71,26.97,1.11,66.87,2.92,0,0,0,0,0,0,0,0,0,0,Otite
VET0054,Canina,Siamês,15.2,F,12.93,40.93,11.47,84.48,42.81,0.53,57.9,3.31,0,0,0,0,0,1,0,0,0,0,Otite
VET0055,Canina,Maine Coon,17.1,F,14.58,38.35,19.7,72.43,36.07,1.49,30.41,2.95,0,0,0,0,0,0,1,0,0,0,Otite
VET0056,Canina,Siamês,13.8,M,16.81,48.15,18.89,98.49,32.27,1.27,40.45,3.35,1,1,0,0,0,0,1,0,0,0,Otite
VET0057,Canina,Siamês,10.4,M,14.3,43.53,26.2,96.22,37.25,1.02,36.64,2.56,1,0,1,0,0,0,0,0,0,0,Otite
VET0058,Canina,Persa,4.3,M,14.12,42.94,15.56,100.51,35.45,0.79,24.97,2.94,1,0,1,0,0,0,1,0,0,0,Otite
VET0059,Canina,Siamês,7.0,M,16.73,43.78,19.74,109.67,43.92,1.34,29.46,3.55,0,0,0,0,0,0,1,0,0,0,Otite
VET0060,Canina,Persa,1.0,M,16.71,52.54,17.91,95.8,24.5,1.28,46.41,3.55,0,0,0,0,0,0,0,0,0,0,Otite
VET0061,Canina,Persa,5.0,F,14.34,49.16,17.16,94.34,45.76,0.83,61.14,3.47,0,1,0,0,0,0,0,0,0,0,Otite
VET0062,Canina,Labrador,5.6,F,16.18,42.48,10.23,97.8,22.79,1.31,64.62,3.17,0,1,0,0,0,0,1,0,0,0,Otite
VET0063,Canina,Maine Coon,11.4,F,15.24,46.28,18.18,89.0,43.39,0.88,40.87,3.47,0,1,0,0,0,0,1,0,0,0,Otite
VET0064,Canina,SRD,3.1,M,16.35,44.01,10.82,87.64,25.95,0.96,28.54,2.95,0,1,0,0,0,1,1,0,0,0,Otite
VET0065,Canina,SRD,13.0,F,15.62,46.24,24.06,106.91,41.45,1.01,56.82,3.3,0,0,1,0,0,0,1,0,0,0,Otite
VET0066,Canina,Labrador,8.1,M,16.11,45.92,12.03,145.67,39.13,0.98,39.69,3.06,0,1,0,0,0,0,0,0,0,0,Otite
VET0067,Canina,Labrador,6.6,F,17.99,46.78,14.13,82.83,41.06,1.3,51.13,3.03,1,1,0,0,0,0,1,0,0,0,Otite
VET0068,Canina,Poodle,7.9,M,15.72,40.56,9.9,94.87,42.81,1.18,51.13,3.34,0,0,0,0,0,1,1,0,0,1,Otite
VET0069,Canina,Maine Coon,5.1,F,15.27,48.38,23.04,91.64,32.56,1.3,67.18,3.21,0,0,0,0,0,0,0,0,0,0,Otite
VET0070,Canina,Labrador,9.3,F,14.13,41.92,20.37,90.28,47.24,0.81,9.47,3.32,0,0,0,0,0,0,1,0,0,0,Otite
VET0071,Canina,Labrador,11.7,M,14.97,39.84,19.43,94.44,46.39,0.9,49.6,2.76,0,0,1,0,0,1,0,0,0,0,Otite
VET0072,Canina,SRD,11.4,F,13.15,48.84,10.75,86.28,28.16,0.46,29.35,3.93,0,0,0,0,0,0,0,0,0,0,Otite
VET0073,Canina,Persa,14.6,M,14.92,42.13,20.18,114.04,37.09,1.11,25.02,3.1,0,1,0,0,1,0,0,0,0,0,Otite
VET0074,Canina,Poodle,6.1,F,14.65,45.91,26.4,113.94,34.54,0.86,36.72,3.13,1,1,0,0,0,0,1,0,0,0,Otite
VET0075,Canina,Labrador,3.7,M,16.96,42.76,22.65,94.72,25.12,0.56,48.18,3.5,0,0,0,0,0,0,0,0,0,0,Otite
VET0076,Canina,Labrador,10.2,M,13.8,48.01,21.92,114.17,39.2,1.24,43.15,3.55,0,1,0,0,0,0,1,0,0,1,Otite
VET0077,Canina,Labrador,3.6,F,15.63,36.94,18.52,78.26,36.37,0.66,26.3,3.68,1,0,0,0,0,0,1,0,0,0,Otite
VET0078,Canina,Maine Coon,11.0,M,16.64,43.11,12.38,111.45,31.58,1.16,39.49,2.88,0,0,0,0,1,0,1,0,0,0,Otite
VET0079,Canina,Poodle,10.6,F,14.11,44.52,10.09,102.29,26.15,1.03,39.11,2.88,0,0,0,1,0,0,1,0,0,0,Otite
VET0080,Canina,Poodle,6.1,M,13.62,45.44,28.49,66.85,28.61,1.18,54.33,3.38,1,1,1,0,0,0,1,0,0,0,Otite
VET0001,Canina,SRD,15.0,M,12.32,44.93,15.08,96.13,19.24,1.4,50.13,3.33,0,0,0,0,0,0,0,1,0,0,Dermatite
VET0002,Canina,Persa,1.9,F,14.9,39.39,22.98,90.42,27.16,1.79,83.6,3.07,0,0,0,0,1,0,1,1,0,0,Dermatite
VET0003,Canina,SRD,14.8,M,13.56,46.23,18.86,77.67,41.38,0.93,70.23,2.95,0,1,0,0,0,0,0,1,0,0,Dermatite
VET0004,Canina,Poodle,12.4,F,10.8,51.52,13.47,106.56,35.18,1.13,82.54,3.3,0,0,0,0,0,0,0,1,0,0,Dermatite
VET0005,Canina,SRD,10.8,F,18.33,45.13,12.57,74.51,32.22,1.13,18.28,2.91,0,0,1,0,0,0,0,1,0,0,Dermatite
VET0006,Canina,Maine Coon,7.5,F,14.27,43.0,20.1,79.55,54.57,1.28,46.15,2.97,1,1,0,0,0,0,0,1,0,0,Dermatite
VET0007,Canina,Poodle,6.5,F,15.99,41.38,14.99,115.32,30.85,1.0,47.89,3.14,0,1,0,0,0,0,1,1,0,0,Dermatite
VET0008,Canina,Poodle,10.5,F,15.07,44.25,11.08,95.11,26.34,0.42,64.54,3.37,0,0,0,0,0,0,1,0,0,0,Dermatite
VET0009,Canina,SRD,9.5,F,15.61,43.0,18.6,69.15,39.79,1.1,57.25,3.54,0,1,0,0,0,0,0,1,0,0,Dermatite
VET0010,Canina,Maine Coon,3.3,M,15.68,45.29,15.43,73.67,36.72,1.32,67.39,2.96,0,1,0,0,0,0,1,1,0,0,Dermatite
VET0011,Canina,Siamês,10.4,F,13.42,46.98,14.05,90.09,34.98,0.5,58.09,3.68,0,0,0,0,0,0,0,1,1,0,Dermatite
VET0012,Canina,Persa,7.0,F,16.61,48.07,14.15,96.07,34.13,1.31,23.8,2.52,1,0,1,0,0,0,0,1,0,0,Dermatite
VET0013,Canina,Poodle,6.4,M,17.04,48.55,12.32,98.78,18.79,0.77,71.91,3.2,0,1,0,0,0,0,0,1,0,0,Dermatite
VET0014,Canina,Siamês,16.6,F,14.65,44.51,21.17,74.62,23.23,0.75,50.12,2.87,0,0,1,0,0,0,1,1,0,0,Dermatite
VET0015,Canina,Siamês,29.1,F,18.16,38.64,10.49,114.2,36.76,0.82,27.41,3.19,1,1,0,0,1,0,0,1,0,0,Dermatite
VET0016,Canina,Labrador,5.6,F,13.28,46.66,17.14,102.64,42.82,1.42,89.03,3.2,0,0,0,0,0,0,0,1,0,0,Dermatite
VET0017,Canina,Labrador,7.7,M,16.19,42.71,14.93,119.88,42.88,1.24,65.75,3.34,0,0,0,0,0,0,0,1,0,0,Dermatite
VET0018,Canina,Poodle,7.5,M,13.4,46.42,11.17,86.7,38.83,1.09,40.79,3.27,0,0,0,0,0,0,1,1,0,0,Dermatite
VET0019,Canina,Persa,4.0,F,15.57,45.16,16.74,89.34,28.57,0.75,73.17,3.07,0,0,0,0,0,0,0,1,0,0,Dermatite
VET0020,Canina,Maine Coon,3.5,M,15.19,55.18,25.14,87.16,23.39,0.88,31.06,3.34,0,0,0,0,0,0,0,1,0,0,Dermatite
VET0021,Canina,Siamês,12.7,F,14.08,48.15,13.65,107.7,35.15,0.84,62.37,2.98,1,1,0,0,0,0,1,1,0,0,Dermatite
VET0022,Canina,SRD,16.6,F,15.99,38.56,23.46,84.92,45.87,0.23,42.3,2.81,1,1,1,0,0,0,0,1,0,1,Dermatite
VET0023,Canina,Persa,9.8,M,16.61,49.44,22.81,85.1,33.65,1.07,22.58,3.68,0,0,0,0,0,0,1,1,0,1,Dermatite
VET0024,Canina,Poodle,6.3,F,14.49,39.63,8.42,126.07,33.54,0.63,38.76,3.21,0,0,0,0,0,0,0,1,0,0,Dermatite
VET0025,Canina,SRD,7.3,M,14.75,44.77,13.67,94.2,28.47,1.64,54.64,3.03,0,1,0,0,0,0,0,1,0,0,Dermatite
VET0026,Canina,Poodle,1.9,M,16.67,44.65,12.46,84.82,42.18,1.13,70.48,2.78,0,1,0,0,0,0,1,1,0,0,Dermatite
VET0027,Canina,Poodle,6.3,M,14.18,48.41,7.26,79.56,36.1,1.42,70.0,3.65,0,0,1,0,0,0,0,1,0,0,Dermatite
VET0028,Canina,SRD,4.2,M,15.07,43.76,12.86,61.89,32.9,1.35,27.52,3.41,0,1,0,0,0,0,1,1,0,0,Dermatite
VET0029,Canina,Siamês,5.4,M,15.08,40.09,11.2,129.24,31.64,0.38,38.01,2.65,0,0,1,0,0,0,1,0,0,0,Dermatite
VET0030,Canina,Labrador,8.9,F,16.98,46.81,19.84,98.91,41.4,1.21,60.13,3.0,0,1,0,1,0,0,0,1,0,0,Dermatite
VET0031,Canina,Labrador,9.7,F,14.66,42.59,17.02,124.74,36.83,0.6,15.83,2.77,0,0,0,0,1,0,0,1,0,0,Dermatite
VET0032,Canina,Maine Coon,5.6,M,12.73,48.87,12.64,99.64,39.35,0.74,48.55,3.15,0,0,1,0,0,0,0,1,0,0,Dermatite
VET0033,Canina,Maine Coon,16.9,F,16.0,46.02,15.07,88.61,32.72,1.16,59.48,3.83,0,0,0,0,0,0,0,1,0,0,Dermatite
VET0034,Canina,SRD,4.8,F,14.18,49.45,13.51,72.4,36.17,0.82,62.59,2.93,0,0,0,0,0,0,0,1,0,0,Dermatite
VET0035,Canina,Maine Coon,7.1,F,13.05,43.19,10.1,96.91,27.58,0.8,31.98,3.13,0,1,0,0,0,0,0,1,0,0,Dermatite
VET0036,Canina,Poodle,10.4,F,15.23,41.65,12.03,105.23,43.33,1.17,87.94,3.69,0,1,0,0,0,1,0,1,0,0,Dermatite
VET0037,Canina,SRD,5.9,M,16.48,38.61,12.75,80.9,38.31,0.99,32.34,3.71,0,0,0,0,0,0,1,1,0,0,Dermatite
VET0038,Canina,Persa,19.9,F,15.76,43.3,19.46,90.65,17.12,1.22,18.04,3.07,0,0,0,0,0,0,0,1,0,0,Dermatite
VET0039,Canina,Maine Coon,12.0,M,14.62,47.33,18.66,105.05,37.36,0.94,60.76,2.91,0,0,0,0,0,0,0,1,0,0,Dermatite
VET0040,Canina,Labrador,5.8,M,14.91,50.34,13.58,84.56,33.73,1.54,46.69,2.8,0,1,0,0,0,0,1,1,0,0,Dermatite
VET0041,Canina,Maine Coon,7.4,M,14.48,53.21,17.37,113.34,34.59,0.84,39.36,3.48,1,1,0,0,0,0,0,1,0,0,Dermatite
VET0042,Canina,SRD,11.8,F,16.41,38.56,14.45,83.35,33.01,1.09,45.75,3.27,1,0,0,0,0,0,0,1,0,0,Dermatite
VET0043,Canina,Siamês,9.5,F,12.9,44.23,13.03,100.6,30.5,0.64,49.66,2.88,0,0,0,0,0,0,1,1,0,0,Dermatite
VET0044,Canina,Siamês,10.2,M,15.76,46.24,14.87,82.92,36.15,0.72,28.93,2.71,0,0,0,0,0,0,1,1,0,0,Dermatite
VET0045,Canina,Labrador,16.9,F,13.37,39.26,14.42,86.86,42.35,1.22,46.31,2.85,0,0,1,0,0,0,0,0,0,0,Dermatite
VET0046,Canina,Poodle,8.1,F,14.57,39.86,9.96,96.39,32.72,0.32,88.94,2.6,0,0,0,0,0,0,0,1,0,0,Dermatite
VET0047,Canina,Poodle,17.6,M,16.05,46.3,12.73,84.0,28.13,0.78,43.53,3.12,0,0,0,0,0,0,0,1,0,0,Dermatite
VET0048,Canina,Labrador,6.9,F,17.21,43.26,10.94,95.12,34.94,0.66,20.98,3.17,0,0,0,0,0,0,1,1,0,0,Dermatite
VET0049,Canina,SRD,1.1,F,12.66,46.1,16.68,125.34,32.33,0.77,32.54,3.06,0,0,0,0,0,0,0,1,0,0,Dermatite
VET0050,Canina,Persa,7.1,M,14.63,37.78,21.59,93.63,31.5,0.93,59.26,3.06,0,0,0,1,0,0,0,1,0,0,Dermatite
VET0051,Canina,SRD,21.7,F,15.11,46.96,25.37,103.41,38.2,1.07,40.33,3.19,0,0,0,0,0,0,0,1,1,0,Dermatite
VET0052,Canina,Persa,10.6,F,14.85,49.99,22.75,87.43,29.44,0.96,35.68,3.3,1,0,0,0,0,0,0,1,0,0,Dermatite
VET0053,Canina,Persa,3.8,F,14.11,49.44,20.25,87.85,43.55,0.88,48.63,3.35,0,1,0,0,0,0,0,1,0,0,Dermatite
VET0054,Canina,Maine Coon,8.8,M,17.7,38.66,15.85,104.71,38.95,1.31,54.03,3.34,0,1,0,0,1,0,0,1,0,0,Dermatite
VET0055,Canina,Persa,8.6,F,15.73,41.06,17.35,91.53,40.82,1.27,60.76,3.74,0,0,0,0,0,0,0,1,0,0,Dermatite
VET0056,Canina,Labrador,10.3,M,11.45,52.13,14.77,87.57,31.6,0.61,69.06,3.19,0,0,0,0,1,0,0,1,0,0,Dermatite
VET0057,Canina,Poodle,13.6,M,15.19,40.13,12.71,102.04,30.3,0.96,79.06,3.09,0,0,0,0,0,0,0,1,0,0,Dermatite
VET0058,Canina,SRD,9.2,F,15.62,51.66,19.18,84.21,30.48,0.84,49.14,3.29,0,0,0,0,0,0,0,1,0,0,Dermatite
VET0059,Canina,Siamês,11.5,F,14.39,41.2,20.25,98.46,30.29,0.89,24.52,3.27,0,0,0,0,0,0,1,1,0,0,Dermatite
VET0060,Canina,Siamês,4.0,M,15.01,39.41,11.42,85.75,35.19,0.9,56.21,3.49,0,1,0,0,0,0,0,1,0,0,Dermatite
VET0061,Canina,Labrador,5.8,M,14.66,45.38,10.1,68.67,33.32,0.9,42.23,3.27,0,0,0,0,0,0,1,1,0,0,Dermatite
VET0062,Canina,Poodle,13.3,F,16.56,49.93,19.33,87.73,30.58,0.61,52.59,2.78,0,0,0,0,1,0,0,0,0,0,Dermatite
VET0063,Canina,SRD,24.3,F,13.74,40.33,16.11,92.27,52.26,1.01,86.29,2.85,0,1,0,0,0,0,0,1,0,0,Dermatite
VET0064,Canina,Poodle,5.4,F,15.12,41.35,15.91,109.12,36.85,1.07,53.27,2.99,0,1,0,0,0,0,0,1,0,0,Dermatite
VET0065,Canina,Labrador,7.8,F,16.24,48.37,14.26,63.0,26.79,1.05,52.71,3.13,1,0,1,0,0,0,1,1,0,0,Dermatite
VET0066,Canina,Labrador,9.2,M,14.72,40.24,13.75,103.2,33.81,0.85,24.9,3.16,0,0,0,0,0,0,0,1,0,0,Dermatite
VET0067,Canina,Maine Coon,8.5,M,13.13,44.63,19.48,91.1,20.99,0.59,24.64,2.89,0,0,0,0,0,0,0,1,0,0,Dermatite
VET0068,Canina,Siamês,15.7,F,15.59,34.51,15.96,112.96,36.03,1.41,40.99,3.15,0,1,0,0,0,0,0,1,0,0,Dermatite
VET0069,Canina,Poodle,12.4,F,13.16,44.23,17.63,87.39,46.76,0.53,86.39,3.21,1,1,0,0,0,0,0,1,0,0,Dermatite
VET0070,Canina,Persa,5.4,F,18.82,48.26,7.99,82.58,23.32,0.86,59.1,3.13,0,0,0,0,0,0,0,1,0,1,Dermatite
VET0001,Canina,Siamês,7.2,M,14.46,40.45,10.1,90.66,19.88,0.76,42.56,2.99,0,0,0,0,0,0,0,0,0,0,Obesidade
VET0002,Canina,Labrador,4.3,F,16.52,53.83,9.81,102.95,22.53,0.9,18.74,2.85,0,1,0,0,0,0,0,0,0,0,Obesidade
VET0003,Canina,Persa,10.5,M,11.43,42.51,7.92,66.74,28.85,0.66,73.88,3.23,0,0,0,0,0,0,0,0,0,0,Obesidade
VET0004,Canina,Maine Coon,6.1,M,16.73,40.23,11.49,99.9,36.48,0.97,40.27,3.04,0,0,0,0,0,0,0,0,0,0,Obesidade
VET0005,Canina,Maine Coon,1.0,M,15.54,49.06,13.35,97.09,54.28,1.15,29.11,3.51,0,0,0,0,0,0,0,0,0,0,Obesidade
VET0006,Canina,Siamês,7.2,M,13.65,37.59,14.46,86.8,27.1,1.38,56.55,3.46,0,0,0,0,0,0,0,0,0,0,Obesidade
VET0007,Canina,SRD,3.3,M,15.45,43.63,13.29,105.77,53.63,0.86,70.86,3.28,0,0,0,0,0,0,0,0,0,0,Obesidade
VET0008,Canina,Poodle,17.8,M,15.98,50.2,10.59,124.62,32.22,1.45,67.84,3.22,0,0,0,0,0,0,0,0,0,0,Obesidade
VET0009,Canina,Persa,8.4,M,15.75,47.96,16.35,76.46,26.86,1.06,35.74,2.84,0,0,0,0,0,0,0,0,0,0,Obesidade
VET0010,Canina,Siamês,2.6,F,15.51,48.34,13.91,74.84,44.09,0.98,65.55,3.02,0,0,0,0,0,0,0,0,0,0,Obesidade
VET0011,Canina,Persa,10.6,M,15.91,46.19,10.72,65.69,29.8,0.83,36.82,3.38,0,0,1,0,0,0,0,0,0,0,Obesidade
VET0012,Canina,SRD,15.5,F,14.25,44.71,17.06,88.12,30.06,0.95,85.36,3.44,0,0,0,0,0,0,0,0,0,0,Obesidade
VET0013,Canina,Maine Coon,8.5,M,14.7,41.43,11.71,101.74,46.23,0.72,40.62,2.87,0,0,0,0,0,0,0,0,0,0,Obesidade
VET0014,Canina,Poodle,8.4,F,16.38,44.36,18.53,113.88,36.12,0.69,40.1,3.4,0,0,0,0,0,0,0,0,0,0,Obesidade
VET0015,Canina,Siamês,5.0,F,15.05,40.8,12.47,83.58,52.58,1.36,51.35,3.07,0,0,0,0,0,0,0,0,0,0,Obesidade
VET0016,Canina,Siamês,2.1,M,14.69,39.97,15.56,107.28,32.95,1.01,51.31,3.07,0,0,0,0,0,0,0,0,0,0,Obesidade
VET0017,Canina,SRD,14.0,M,16.06,45.39,10.77,100.56,47.73,0.69,58.39,3.65,0,0,0,0,0,0,0,0,0,0,Obesidade
VET0018,Canina,Poodle,7.6,F,16.9,49.21,13.08,88.46,26.33,0.51,62.89,3.52,0,0,0,0,0,0,0,0,0,0,Obesidade
VET0019,Canina,Poodle,6.4,M,16.87,47.03,11.76,109.84,35.15,1.29,37.28,3.05,0,0,0,0,0,0,0,0,0,0,Obesidade
VET0020,Canina,Labrador,11.6,F,11.62,49.65,13.28,101.82,35.79,1.38,61.2,3.31,0,0,0,0,0,0,0,0,0,0,Obesidade
VET0021,Canina,Labrador,3.9,M,13.5,47.91,15.89,121.41,35.12,0.7,38.6,3.21,0,0,0,0,0,0,0,0,0,0,Obesidade
VET0022,Canina,SRD,26.1,F,13.53,47.04,10.97,100.44,35.96,0.66,37.27,3.63,0,0,0,0,0,0,0,0,0,0,Obesidade
VET0023,Canina,Maine Coon,13.5,F,18.47,45.85,8.58,116.21,39.52,1.11,81.66,2.86,0,0,0,0,0,0,0,0,0,0,Obesidade
VET0024,Canina,Siamês,5.1,F,14.35,46.04,7.27,104.45,37.88,0.61,80.42,3.37,0,0,0,0,0,0,0,0,0,0,Obesidade
VET0025,Canina,Persa,2.7,M,14.43,45.21,12.08,98.42,35.71,0.86,42.01,3.18,0,0,0,1,0,0,0,0,0,0,Obesidade
VET0026,Canina,Labrador,15.2,M,15.6,37.49,13.14,84.27,34.17,1.04,61.07,3.47,0,0,0,0,0,0,0,0,0,0,Obesidade
VET0027,Canina,Labrador,5.8,M,14.66,44.68,12.84,98.98,23.57,1.39,52.42,3.14,0,1,0,0,0,0,0,0,0,0,Obesidade
VET0028,Canina,Poodle,4.4,F,13.87,45.6,7.45,101.8,31.01,1.81,38.61,3.07,0,0,0,0,0,0,1,0,0,0,Obesidade
VET0029,Canina,Labrador,5.7,F,17.56,49.84,13.32,108.56,27.91,1.23,29.89,3.09,0,0,1,0,0,0,0,0,0,0,Obesidade
VET0030,Canina,Poodle,10.7,F,14.88,42.9,14.28,72.41,31.66,0.47,35.93,3.39,1,0,0,0,0,0,0,1,0,0,Obesidade
VET0031,Canina,SRD,5.0,M,13.25,44.43,9.37,91.85,27.61,1.02,56.43,3.62,0,0,0,0,0,0,0,0,0,0,Obesidade
VET0032,Canina,Poodle,3.3,M,15.31,38.81,11.0,81.86,28.59,1.13,42.09,3.27,0,1,0,0,0,0,0,0,0,0,Obesidade
VET0033,Canina,Poodle,11.3,F,15.64,51.79,7.01,97.62,31.75,0.86,79.87,3.01,0,0,0,0,0,0,0,0,0,0,Obesidade
VET0034,Canina,SRD,3.2,M,16.11,53.72,11.96,111.45,39.53,0.83,53.65,3.31,0,0,0,0,0,0,1,0,0,0,Obesidade
