id,especie,raca,idade_anos,sexo,hemoglobina,hematocrito,leucocitos,plaquetas,glicose,ureia,creatinina,alt,ast,fosfatase_alcalina,proteinas_totais,albumina,colesterol,triglicerideos,eosinofilos,febre,apatia,perda_peso,vomito,diarreia,tosse,letargia,feridas_cutaneas,poliuria,polidipsia,diagnostico
VET0395,Canina,Siamês,9.2,F,16.67,43.12,11.5,375.48,103.26,41.38,1.47,43.41,17.64,144.59,6.31,3.31,223.28,91.05,,0,1,0,0,0,0,0,0,0,0,Doença Periodontal
VET0396,Felina,Siamês,20.0,F,11.55,43.08,11.03,433.36,257.43,35.9,1.83,20.26,46.34,29.84,8.25,3.61,237.89,113.17,,0,1,0,1,0,0,1,0,1,1,Diabetes Mellitus
VET0397,Felina,Poodle,9.3,F,9.91,28.46,14.35,620.28,106.17,142.21,3.7,33.69,36.32,60.24,7.4,1.56,108.69,46.4,,0,1,0,1,0,0,1,0,1,1,Doença Renal Crônica
VET0398,Canina,SRD,12.3,M,16.94,40.59,6.67,271.14,91.31,41.92,1.19,31.39,32.61,140.41,7.11,2.92,267.52,112.12,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0399,Felina,Poodle,11.8,F,9.15,43.63,12.76,329.98,215.76,41.51,1.93,58.5,44.7,35.65,6.11,3.86,110.82,171.24,,1,1,0,0,0,0,1,0,1,1,Diabetes Mellitus
VET0400,Felina,Maine Coon,19.3,F,14.2,44.3,26.5,519.58,70.28,31.2,1.04,23.02,20.19,31.35,6.9,3.09,100.88,28.18,,0,0,0,1,0,0,1,0,0,0,Doença Periodontal
VET0401,Canina,Maine Coon,4.8,M,11.61,53.7,31.03,499.65,98.96,21.27,1.15,60.19,27.13,126.71,5.98,2.91,170.35,45.26,,1,1,1,1,0,0,1,0,0,0,Neoplasia
VET0402,Felina,Maine Coon,8.2,M,9.02,35.14,19.06,577.99,102.11,35.78,1.23,21.89,14.25,73.47,8.49,2.73,96.0,49.73,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0403,Canina,Siamês,4.7,M,12.55,44.86,17.61,356.62,86.55,36.27,1.55,28.54,37.92,25.64,5.54,3.22,144.69,22.91,,0,1,0,0,0,0,0,0,1,0,Doença Periodontal
VET0404,Felina,SRD,4.5,F,14.67,39.16,20.41,604.79,91.03,31.36,0.8,34.55,19.66,14.36,6.45,2.67,190.64,35.52,1.39,0,0,0,0,0,0,0,1,0,0,Dermatite
VET0405,Canina,Persa,20.0,F,16.41,50.63,10.61,289.19,93.53,22.8,0.55,20.04,21.55,85.54,7.18,2.81,260.92,144.14,,1,0,0,0,0,0,0,1,0,0,Saudável
VET0406,Felina,Labrador,14.0,F,14.04,32.22,31.26,570.06,83.62,35.69,1.91,12.26,28.5,31.94,9.63,3.68,129.64,57.02,,1,1,0,0,0,0,0,0,0,0,Otite
VET0407,Canina,Persa,15.6,M,13.42,49.49,16.73,488.68,81.75,23.01,0.66,96.5,48.01,107.65,6.11,2.72,211.31,82.88,,0,0,0,0,0,0,0,0,0,0,Artrose
VET0408,Canina,Labrador,13.6,F,16.43,54.26,15.48,250.37,86.34,25.17,1.16,74.1,26.1,90.14,6.85,3.05,249.56,120.3,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0409,Felina,SRD,17.0,M,12.91,43.67,10.81,635.25,95.05,47.1,1.58,57.46,45.3,26.42,6.66,3.49,109.49,59.82,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0410,Canina,Poodle,15.0,F,14.09,42.92,12.29,273.65,102.58,44.97,1.01,97.94,43.91,25.03,5.79,3.66,261.44,121.46,,0,0,0,0,1,0,1,0,0,0,Artrose
VET0411,Canina,Labrador,7.2,F,17.13,38.84,7.45,402.87,81.54,43.73,1.15,40.54,34.95,72.79,7.23,2.54,255.42,104.77,,0,1,0,0,0,0,0,0,0,0,Artrose
VET0412,Felina,SRD,13.9,M,11.96,35.41,17.71,650.67,126.06,49.67,1.68,35.62,26.18,48.76,8.35,3.51,150.61,82.78,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0413,Felina,Persa,3.3,M,12.82,41.82,15.3,382.23,75.72,51.79,1.41,71.88,36.46,31.86,6.71,3.52,120.45,78.6,,0,0,0,0,0,0,0,0,0,0,Artrose
VET0414,Canina,Siamês,7.6,F,13.24,43.79,8.41,427.59,101.29,44.53,1.0,81.98,37.67,20.47,5.93,3.14,216.62,28.53,1.32,0,0,0,0,0,0,0,1,0,0,Dermatite
VET0415,Felina,Persa,20.0,M,11.79,45.0,15.08,454.8,110.29,35.71,1.85,50.06,17.68,65.54,6.09,3.88,185.17,68.47,,0,0,0,0,1,0,0,0,0,0,Doença Periodontal
VET0416,Canina,Siamês,6.0,F,15.94,39.96,6.62,236.3,116.5,36.55,1.38,39.94,35.74,84.34,7.39,3.47,232.28,26.03,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0417,Canina,SRD,6.6,F,12.77,31.43,16.07,321.28,89.68,83.38,2.12,32.66,28.12,123.99,7.15,1.86,195.66,133.6,,0,1,0,0,0,0,0,0,1,0,Doença Renal Crônica
VET0418,Canina,SRD,9.0,F,13.02,34.35,10.45,328.71,81.34,80.09,4.07,86.54,20.08,23.87,7.36,2.53,205.3,121.49,,0,1,1,0,0,0,0,0,1,1,Doença Renal Crônica
VET0419,Felina,Maine Coon,13.0,F,11.47,38.33,8.91,320.87,413.07,35.6,1.04,43.07,29.66,11.29,6.37,3.03,253.5,80.98,,0,0,1,1,0,0,0,0,1,1,Diabetes Mellitus
VET0420,Felina,Poodle,18.6,F,9.24,43.39,19.48,372.59,235.01,34.31,1.59,56.3,43.92,62.63,7.12,3.36,262.99,107.25,,0,1,1,0,0,0,1,0,0,1,Diabetes Mellitus
VET0421,Felina,Poodle,5.9,F,11.29,34.79,25.46,388.04,84.42,30.47,1.05,46.3,31.54,27.81,6.18,3.54,173.38,99.84,1.89,0,1,0,0,0,0,0,1,0,0,Dermatite
VET0422,Felina,Persa,6.2,M,11.92,42.95,11.78,445.42,427.86,47.14,1.37,44.72,42.37,33.85,6.97,3.56,151.82,164.52,,0,1,1,0,1,0,1,0,1,1,Diabetes Mellitus
VET0423,Canina,Persa,4.8,F,17.39,38.84,7.57,458.61,89.95,25.08,1.06,66.51,30.01,113.7,6.73,2.16,259.55,92.6,,0,0,0,0,0,1,1,0,0,0,Doença Cardíaca
VET0424,Canina,Persa,17.2,F,13.66,41.48,8.58,257.83,98.74,29.84,1.4,26.56,31.26,21.78,6.41,2.57,266.88,122.78,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0425,Canina,Labrador,1.7,M,10.18,43.39,25.26,278.69,81.13,41.27,0.59,188.63,65.39,52.6,5.93,2.93,236.7,133.94,,1,0,1,0,0,0,1,0,0,0,Neoplasia
VET0426,Canina,Poodle,4.8,F,10.17,34.63,8.8,277.7,94.42,72.9,1.36,25.8,23.65,146.59,6.23,2.27,163.82,83.76,,0,1,1,1,1,0,1,0,0,1,Doença Renal Crônica
VET0427,Canina,Poodle,5.8,M,14.74,46.56,10.49,241.93,99.17,49.55,0.61,35.72,45.43,29.4,8.41,3.18,187.16,60.26,,1,1,0,0,0,0,0,0,0,0,Otite
VET0428,Felina,Poodle,15.9,M,12.1,35.19,14.91,680.41,108.85,43.99,1.59,17.24,20.14,74.33,7.67,2.52,112.51,76.21,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0429,Canina,SRD,5.5,F,14.26,53.59,10.32,456.84,81.54,45.46,0.65,62.22,46.08,81.56,6.97,3.55,233.11,140.29,,0,0,0,0,0,0,0,0,0,0,Doença Periodontal
VET0430,Canina,Persa,19.5,M,17.88,48.09,8.02,403.72,108.17,32.88,1.45,23.57,24.76,32.15,5.84,2.81,258.47,30.15,,0,0,0,1,0,0,0,0,0,0,Saudável
VET0431,Canina,SRD,3.6,F,17.6,37.63,24.87,416.82,118.2,47.92,1.34,56.84,22.15,90.88,7.01,3.66,240.56,45.38,,0,0,0,0,0,0,0,1,0,0,Doença Periodontal
VET0432,Felina,Labrador,6.8,M,9.46,38.9,8.15,444.5,138.96,42.73,1.9,44.86,25.95,62.53,6.18,2.63,161.72,61.52,,0,1,0,0,0,1,0,0,0,0,Saudável
VET0433,Felina,Siamês,7.6,M,13.92,34.14,10.41,386.7,116.84,40.44,1.59,11.1,12.57,16.98,7.05,3.64,187.7,43.36,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0434,Canina,SRD,5.8,F,13.15,53.4,6.21,396.03,89.22,40.18,1.15,30.11,44.65,83.95,7.13,3.03,267.86,120.16,,1,0,0,0,0,0,0,0,0,0,Saudável
VET0435,Canina,Labrador,3.9,F,15.56,39.17,17.0,368.89,79.36,44.02,1.57,29.33,21.54,79.14,8.21,2.87,132.78,90.36,,0,1,0,0,0,1,1,0,0,0,Otite
VET0436,Felina,Maine Coon,5.4,F,10.78,38.44,8.99,626.79,95.35,54.88,1.52,40.71,31.68,29.77,6.81,2.99,130.76,98.95,,0,1,0,0,0,0,1,0,0,0,Obesidade
VET0437,Canina,Poodle,1.0,F,10.53,42.77,12.25,304.83,105.26,82.77,3.81,56.02,37.27,105.8,6.01,1.7,151.93,103.12,,0,1,1,0,0,0,1,0,1,1,Doença Renal Crônica
VET0438,Felina,SRD,16.1,M,11.11,41.61,5.93,569.18,135.31,57.97,1.85,32.36,33.45,15.41,6.64,2.63,124.67,90.64,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0439,Felina,Maine Coon,17.2,F,14.86,33.55,17.76,402.63,91.32,42.13,1.64,12.72,48.28,13.24,8.2,3.75,147.69,35.27,,0,1,0,0,0,1,0,0,0,0,Doença Periodontal
VET0440,Canina,Persa,8.5,M,11.36,38.28,9.47,304.96,108.11,87.29,1.46,85.39,45.91,80.6,5.84,2.74,253.52,51.77,,0,1,1,1,1,0,0,0,1,1,Doença Renal Crônica
VET0441,Canina,Persa,13.4,F,12.36,53.17,9.35,350.04,91.12,25.16,0.89,35.33,27.4,44.32,6.43,3.54,209.66,136.12,,0,1,0,0,0,0,0,0,0,0,Artrose
VET0442,Felina,Poodle,18.2,M,12.2,40.44,16.34,317.17,104.24,33.67,1.32,40.38,29.93,72.5,8.01,3.39,187.39,75.89,,0,0,0,0,0,0,1,0,0,0,Saudável
VET0443,Canina,Persa,6.2,M,9.77,29.02,7.52,239.69,75.71,79.85,1.91,96.54,35.25,148.39,6.18,2.47,175.44,43.78,,0,0,1,0,0,0,1,0,1,1,Doença Renal Crônica
VET0444,Canina,Siamês,3.2,M,17.71,51.22,13.26,456.98,109.0,33.88,1.59,148.82,48.67,121.35,7.24,3.42,363.59,88.01,,0,1,0,0,0,0,0,0,0,0,Obesidade
VET0445,Felina,SRD,20.0,M,9.52,39.46,12.56,510.68,174.72,30.95,1.73,23.59,11.53,40.09,6.16,3.6,225.71,27.18,,0,1,0,0,0,0,1,0,0,1,Obesidade
VET0446,Felina,SRD,9.7,M,13.03,31.49,19.53,607.75,126.55,31.2,1.46,16.18,49.83,72.81,6.05,3.7,191.14,51.52,,0,1,0,0,0,0,1,0,0,0,Doença Periodontal
VET0447,Felina,Persa,11.7,F,14.83,35.59,10.7,378.01,301.7,52.21,1.72,77.83,40.94,27.03,6.1,3.88,197.68,70.2,,0,1,0,1,0,0,1,1,1,1,Diabetes Mellitus
VET0448,Felina,SRD,7.0,F,9.91,40.76,18.32,395.78,84.95,40.66,1.08,46.0,42.02,32.31,7.69,2.72,160.23,81.37,,1,1,1,0,1,0,1,0,0,0,Neoplasia
VET0449,Canina,Persa,7.0,F,17.46,53.89,6.14,418.23,85.46,31.24,1.02,48.41,33.02,95.71,6.38,3.41,230.6,77.25,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0450,Canina,Siamês,2.1,F,15.6,47.2,17.73,292.32,76.32,42.82,1.44,33.13,29.25,84.81,6.52,3.36,135.82,113.79,,0,1,0,0,1,0,1,0,0,0,Doença Periodontal
VET0451,Felina,Labrador,13.3,F,9.86,32.52,7.8,352.23,311.76,36.08,0.93,54.82,49.62,71.54,6.11,3.09,287.05,68.51,,0,1,1,0,0,0,0,0,1,1,Diabetes Mellitus
VET0452,Canina,Poodle,0.7,F,16.06,49.56,11.9,465.57,107.37,31.43,1.36,81.18,46.12,65.03,6.18,3.66,285.18,87.1,,0,1,0,0,0,0,0,0,0,0,Obesidade
VET0453,Canina,Siamês,3.5,F,16.55,48.12,20.1,300.28,114.06,38.45,1.4,59.17,22.65,90.51,6.18,3.41,196.61,128.69,1.53,0,1,0,0,0,0,0,1,0,0,Dermatite
VET0454,Felina,Maine Coon,20.0,F,13.75,32.56,6.01,374.23,131.2,42.15,1.85,46.73,10.89,60.17,6.28,3.61,108.49,50.91,,0,1,0,0,0,0,0,0,0,0,Saudável
VET0455,Canina,Labrador,11.7,F,17.97,37.22,18.17,372.1,115.71,35.18,1.1,52.45,24.41,27.28,7.05,2.57,207.07,59.95,,1,1,0,0,0,0,0,0,0,0,Otite
VET0456,Canina,Maine Coon,20.0,M,11.44,39.89,28.91,362.43,70.92,21.86,1.48,163.06,45.13,135.84,6.65,2.56,189.84,34.74,,0,1,1,0,0,1,1,0,0,0,Neoplasia
VET0457,Canina,SRD,4.5,M,14.43,53.67,9.88,337.62,119.08,25.98,0.57,87.35,45.4,81.37,6.48,3.59,233.4,54.47,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0458,Canina,Poodle,8.4,F,14.11,36.89,8.32,451.08,84.5,71.52,2.44,75.75,48.79,125.21,7.37,1.97,139.96,92.5,,0,1,0,1,0,0,1,0,1,1,Doença Renal Crônica
VET0459,Canina,Poodle,7.3,M,11.08,29.38,11.58,407.73,101.51,97.33,2.34,56.72,43.36,75.6,6.87,1.98,188.48,118.83,,0,1,1,0,1,0,1,0,1,1,Doença Renal Crônica
VET0460,Canina,Labrador,2.9,M,15.53,52.16,13.06,372.64,76.16,40.71,1.31,13.86,38.65,73.91,7.06,3.05,157.19,74.02,,1,1,0,1,0,0,1,0,0,0,Otite
VET0461,Canina,Siamês,4.3,F,12.45,54.04,16.13,405.33,216.77,22.79,1.37,16.79,17.4,89.86,5.74,2.51,235.82,54.62,,0,1,1,0,0,0,0,0,1,1,Diabetes Mellitus
VET0462,Felina,Poodle,9.6,M,12.08,41.08,22.48,668.41,112.81,45.35,1.12,75.51,28.32,18.93,7.08,2.68,145.28,67.1,0.61,1,1,0,0,0,0,0,1,0,0,Dermatite
VET0463,Felina,SRD,20.0,F,11.71,34.51,13.5,359.99,498.35,39.97,1.51,60.09,45.56,68.51,7.52,3.04,183.47,129.72,,0,0,1,0,0,1,1,0,1,0,Diabetes Mellitus
VET0464,Canina,Maine Coon,20.0,M,13.55,43.19,23.71,312.28,108.04,33.58,1.37,79.21,38.37,131.12,7.37,3.25,163.25,71.82,1.48,0,0,0,0,0,0,0,1,0,0,Dermatite
VET0465,Felina,SRD,19.7,F,10.22,31.01,14.55,693.75,107.48,56.02,1.82,45.81,38.27,23.49,7.72,2.88,181.53,31.28,,0,1,0,0,0,0,0,0,0,0,Doença Periodontal
VET0466,Canina,SRD,10.3,M,17.84,42.45,13.63,202.67,79.43,40.68,0.57,93.6,49.78,119.57,6.35,2.67,205.54,26.8,,0,1,0,0,0,1,1,0,0,0,Doença Cardíaca
VET0467,Canina,Labrador,10.1,M,10.34,36.36,6.85,404.69,87.58,54.92,3.11,26.23,46.55,41.97,7.25,2.31,251.44,81.63,,0,1,1,0,0,0,0,1,1,1,Doença Renal Crônica
VET0468,Felina,Persa,8.7,F,11.85,38.37,11.74,327.79,108.8,44.07,1.11,74.51,26.71,70.49,6.27,2.95,109.4,55.63,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0469,Canina,Persa,0.9,F,12.66,37.49,10.32,280.8,110.97,41.32,1.58,74.04,29.64,110.86,7.5,3.42,236.64,141.99,1.56,0,1,0,0,0,0,0,1,0,0,Dermatite
VET0470,Felina,Siamês,20.0,F,9.28,32.94,13.65,614.45,83.54,33.26,1.7,31.36,48.06,60.0,6.82,2.91,147.61,30.94,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0471,Canina,Persa,6.2,M,11.86,33.47,10.17,445.43,115.64,51.11,3.87,67.32,33.26,76.43,5.8,1.94,186.17,123.42,,0,0,1,1,1,0,0,0,1,1,Doença Renal Crônica
VET0472,Felina,SRD,6.4,F,12.32,35.84,26.21,690.6,146.94,59.37,1.75,79.2,45.69,39.12,7.96,3.78,168.39,56.71,,1,1,0,0,0,0,0,0,0,0,Doença Periodontal
VET0473,Canina,SRD,9.1,F,12.77,45.98,19.3,451.48,116.82,29.52,0.67,16.64,40.84,123.37,6.26,3.01,263.59,139.17,,0,1,0,0,0,0,0,0,0,0,Doença Periodontal
VET0474,Felina,SRD,9.0,M,9.48,42.49,37.87,576.55,96.07,53.57,1.88,35.2,58.93,37.45,8.47,2.81,115.12,53.64,,0,1,1,0,0,0,1,0,0,0,Neoplasia
VET0475,Canina,Maine Coon,11.2,F,12.3,53.07,9.46,366.02,102.21,25.06,1.57,53.93,17.02,141.84,6.63,3.41,203.52,128.52,0.9,0,0,0,0,0,0,1,1,0,0,Dermatite
VET0476,Felina,SRD,5.1,M,14.51,35.72,23.84,539.07,144.16,41.95,1.18,72.1,11.97,19.55,6.83,3.68,91.17,89.62,,0,0,0,0,0,0,1,0,0,0,Otite
VET0477,Canina,Persa,14.0,F,10.11,43.03,16.36,396.67,81.57,76.12,2.77,90.8,20.24,127.38,6.01,2.51,258.84,75.57,,0,1,0,1,0,0,0,0,1,1,Doença Renal Crônica
VET0478,Canina,Poodle,8.7,M,10.71,34.41,7.43,304.96,109.56,110.8,2.06,18.26,36.67,41.28,5.56,2.06,257.69,79.88,,0,1,1,1,0,0,1,0,1,0,Doença Renal Crônica
VET0479,Felina,Persa,11.8,F,9.07,33.02,19.41,497.13,115.83,34.99,1.87,35.95,22.12,25.97,8.3,3.48,174.55,53.28,,0,1,0,0,0,0,1,0,0,0,Artrose
VET0480,Canina,SRD,7.4,F,14.93,38.61,16.13,228.34,79.54,20.22,0.7,39.74,33.84,139.51,7.79,3.42,180.07,117.71,,0,0,0,0,0,0,0,0,0,0,Otite
VET0481,Felina,Maine Coon,7.9,M,13.72,43.01,9.36,442.55,121.17,31.04,1.63,46.96,21.54,67.03,6.73,3.89,179.8,78.1,,1,1,0,0,0,1,1,0,0,0,Doença Periodontal
VET0482,Felina,Poodle,7.8,F,8.81,40.46,29.67,495.57,123.26,41.14,1.93,132.36,63.32,26.97,6.42,2.32,174.33,95.41,,1,1,1,0,0,1,1,0,0,1,Neoplasia
VET0483,Canina,Labrador,7.1,F,15.96,54.27,7.1,344.68,155.94,34.99,0.78,92.0,28.95,102.4,7.21,3.78,242.17,136.8,,0,0,0,0,0,0,0,0,1,1,Diabetes Mellitus
VET0484,Felina,Maine Coon,11.9,M,13.7,40.29,15.03,521.05,115.09,52.07,1.12,34.69,44.87,31.62,7.37,3.48,199.99,57.65,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0485,Canina,Maine Coon,1.1,F,10.78,44.33,17.17,369.62,74.8,45.03,1.33,78.93,39.47,136.65,6.01,1.99,261.49,125.2,,1,1,1,0,0,1,1,0,0,0,Neoplasia
VET0486,Felina,Maine Coon,9.9,F,12.73,36.93,18.6,456.76,102.23,49.52,1.43,36.21,49.59,31.15,6.69,3.71,90.37,40.09,,0,0,1,0,0,0,0,0,0,0,Saudável
VET0487,Canina,SRD,15.0,F,10.97,41.12,7.34,364.59,70.6,102.5,3.7,16.55,47.85,79.64,7.37,1.71,262.99,34.2,,0,1,0,1,0,0,1,0,1,1,Doença Renal Crônica
VET0488,Canina,Persa,8.6,M,12.29,44.3,14.39,307.75,89.17,34.25,1.16,61.39,16.36,117.59,7.39,2.95,155.16,90.2,,0,1,0,1,0,0,0,0,0,0,Doença Periodontal
VET0489,Felina,SRD,18.4,M,9.1,36.81,47.66,577.79,97.9,56.52,1.6,79.97,81.36,41.39,7.64,3.13,139.93,31.26,,0,1,1,1,0,0,1,0,0,0,Neoplasia
VET0490,Felina,Persa,7.7,F,12.29,34.28,18.59,576.34,87.66,48.44,1.84,71.76,32.01,55.42,7.55,3.45,109.59,77.47,,0,1,0,0,0,1,1,0,0,0,Doença Cardíaca
VET0491,Canina,SRD,20.0,F,14.19,48.7,15.48,239.62,110.69,44.38,1.15,78.46,21.37,42.05,7.21,3.15,164.43,109.53,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0492,Felina,SRD,20.0,F,10.38,34.37,17.41,483.39,71.92,44.84,0.9,150.02,47.1,27.96,7.41,2.21,177.99,94.4,,0,1,0,0,1,0,0,0,0,0,Doença Cardíaca
VET0493,Canina,Poodle,5.2,F,16.5,40.68,13.56,304.78,95.59,48.02,0.54,55.02,44.9,96.44,5.98,3.02,225.24,135.81,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0494,Canina,Poodle,4.8,F,12.63,52.05,10.49,278.85,144.08,44.67,1.36,137.9,47.48,50.96,6.29,2.52,341.0,40.09,,0,1,0,0,0,0,1,0,0,0,Obesidade
VET0495,Canina,Labrador,17.6,F,12.85,41.67,19.68,271.26,103.96,34.74,1.35,95.34,19.05,63.51,6.07,2.7,243.44,118.78,,0,0,0,0,0,0,0,0,0,0,Doença Periodontal
VET0496,Canina,Persa,4.7,M,15.07,49.61,15.41,340.13,111.75,25.33,0.68,82.72,56.77,136.02,6.75,3.18,176.4,147.4,,0,1,0,1,0,0,0,0,0,0,Artrose
VET0497,Canina,Maine Coon,14.2,M,14.83,37.53,16.72,266.62,93.63,21.83,1.07,44.2,16.56,63.57,6.22,3.79,159.1,90.82,,1,0,1,1,0,0,0,0,0,0,Saudável
VET0498,Canina,Labrador,13.0,F,11.15,44.72,29.44,430.84,111.12,49.17,0.93,80.83,22.57,39.5,6.58,2.29,233.08,24.84,,1,1,1,0,0,0,1,1,0,0,Neoplasia
VET0499,Felina,Poodle,3.1,M,7.47,38.39,30.35,673.93,90.54,48.34,1.19,60.04,19.96,53.45,8.21,2.17,150.79,73.16,,1,1,1,0,0,1,1,1,0,0,Neoplasia
VET0500,Felina,Poodle,14.0,M,7.87,29.42,13.82,527.51,79.32,121.83,2.13,56.46,27.18,69.42,7.95,2.44,167.08,67.04,,1,1,1,1,1,0,1,0,1,1,Doença Renal Crônica
VET0501,Felina,Maine Coon,7.0,M,9.95,39.78,9.57,689.58,106.12,33.35,1.62,31.43,15.94,39.6,8.41,3.08,128.21,58.34,,0,0,0,1,0,0,1,0,0,0,Saudável
VET0502,Canina,Labrador,10.5,F,16.67,46.97,13.12,298.05,190.12,20.39,1.4,67.3,23.03,74.4,7.08,3.2,291.45,93.45,,0,1,1,0,0,0,0,1,1,1,Diabetes Mellitus
VET0503,Canina,SRD,4.4,F,15.87,47.07,11.61,479.58,101.4,49.82,1.09,73.91,16.97,102.13,9.1,3.51,237.82,49.42,,0,1,0,0,0,1,0,0,0,0,Otite
VET0504,Felina,Poodle,13.2,M,14.16,35.39,10.05,506.82,104.18,58.36,0.97,123.62,13.34,67.58,6.38,2.55,210.33,46.02,,0,1,0,0,0,0,1,0,0,0,Obesidade
VET0505,Felina,Persa,8.2,M,11.03,36.18,6.86,394.36,74.13,59.89,1.68,16.12,10.81,60.35,7.1,3.6,191.58,69.95,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0506,Canina,Poodle,10.6,F,15.81,42.25,14.71,442.43,93.19,25.42,1.21,99.35,36.79,24.65,5.44,2.92,157.41,125.7,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0507,Felina,Maine Coon,20.0,M,10.76,32.24,20.45,466.08,120.29,57.44,0.84,27.06,17.75,45.16,7.07,3.52,116.67,69.59,,1,1,1,1,0,0,0,0,0,0,Doença Periodontal
VET0508,Felina,Labrador,15.8,M,11.28,31.61,10.68,366.84,70.92,117.11,4.29,32.03,49.42,42.63,7.87,2.14,91.48,56.32,,1,1,0,0,1,0,0,0,1,1,Doença Renal Crônica
VET0509,Felina,Siamês,10.0,F,8.17,22.51,10.12,451.39,145.61,87.85,2.85,11.76,40.54,74.06,6.59,2.32,103.43,59.26,,0,1,1,0,1,0,0,0,1,1,Doença Renal Crônica
VET0510,Felina,Persa,16.5,M,11.03,34.54,17.65,511.65,99.17,37.98,1.51,20.62,19.85,30.55,7.52,3.02,145.64,73.78,,1,0,0,0,0,0,0,0,0,0,Saudável
VET0511,Felina,Siamês,5.0,M,11.44,41.75,17.21,481.76,152.23,46.02,1.93,84.48,47.01,25.4,6.78,2.6,177.96,90.54,,0,0,0,0,0,0,1,0,0,1,Obesidade
VET0512,Canina,Poodle,12.8,M,15.53,43.85,9.66,456.73,165.26,37.44,1.08,142.32,41.23,72.04,5.57,3.5,239.13,22.13,,0,1,0,0,0,0,1,0,0,0,Obesidade
VET0513,Felina,Poodle,4.5,M,14.71,34.66,22.92,681.44,122.04,50.19,1.01,44.48,24.68,42.97,8.0,3.14,96.91,92.92,,1,0,0,0,0,0,0,0,0,0,Doença Periodontal
VET0514,Felina,Poodle,13.9,F,8.29,28.34,18.97,508.89,114.25,137.85,7.52,71.89,13.92,54.4,8.02,2.49,153.57,26.31,,0,1,1,0,0,0,1,0,1,0,Doença Renal Crônica
VET0515,Canina,Siamês,10.8,F,16.35,38.34,10.43,200.77,95.56,25.8,1.45,23.63,19.56,78.65,5.73,3.46,258.79,25.45,,0,1,0,0,0,0,1,0,0,0,Artrose
VET0516,Canina,Poodle,3.0,F,17.12,48.26,13.04,485.54,287.05,39.6,1.07,64.71,28.39,148.37,6.88,2.88,185.0,41.06,,0,1,0,0,0,0,1,0,1,1,Diabetes Mellitus
VET0517,Canina,Siamês,20.0,F,16.18,49.13,13.67,433.89,82.8,24.51,0.88,63.8,19.97,104.25,7.21,2.88,193.03,49.68,,0,1,0,0,0,0,1,0,0,0,Doença Periodontal
VET0518,Felina,Siamês,8.6,M,10.05,33.8,17.98,676.41,115.57,45.04,1.53,53.14,16.81,58.05,7.13,3.22,93.33,82.34,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0519,Felina,Labrador,12.5,M,11.54,39.27,16.9,311.55,101.61,57.91,1.55,15.88,45.4,28.82,6.61,2.92,153.49,65.85,,0,0,1,0,0,0,0,0,0,0,Doença Periodontal
VET0520,Canina,SRD,3.7,M,17.84,47.91,11.29,422.42,86.42,34.8,1.51,116.39,58.08,54.12,5.89,2.89,191.78,60.84,,0,1,1,0,0,0,1,0,0,0,Artrose
VET0521,Canina,Labrador,8.6,F,15.0,46.82,15.16,361.29,95.84,47.15,1.37,123.26,27.67,88.17,7.17,2.64,241.25,43.79,,0,1,0,0,0,0,1,0,0,0,Artrose
VET0522,Canina,Labrador,3.1,F,13.44,50.67,19.59,456.79,114.73,39.46,1.3,59.43,28.46,104.26,7.31,3.04,174.02,70.5,,0,0,0,0,0,0,1,1,0,0,Doença Periodontal
VET0523,Felina,Labrador,6.9,F,8.71,24.9,7.85,318.23,142.17,121.02,3.51,67.97,41.66,71.78,8.42,2.3,194.54,79.25,,0,0,1,0,0,0,0,0,1,0,Doença Renal Crônica
VET0524,Felina,SRD,11.1,F,12.3,38.87,5.91,529.35,137.08,51.67,0.96,51.47,36.89,12.61,8.14,3.77,183.55,86.85,,0,0,0,0,0,0,0,0,0,0,Saudável
VET0525,Felina,Siamês,13.6,F,9.93,30.52,42.79,413.85,105.68,39.36,1.12,95.73,30.5,54.33,8.03,2.54,113.51,75.02,,1,0,1,0,0,0,1,0,0,0,Neoplasia
VET0526,Canina,Labrador,7.7,M,12.01,45.22,12.85,304.28,100.95,88.71,2.95,65.73,44.65,42.11,6.17,2.53,169.67,147.16,,0,0,1,0,0,0,0,0,1,0,Doença Renal Crônica
